Name,Team,Starting season,Power_Index,FR,Events-FR,freshman PPE,SO,Events-SO,JR,Events-JR,SR,Events-SR,Total Points,PPE
Alyssa Anderson,Boston College,17,69.94,28,3,9.333333333333334,20,3,31,3,23,3,102,8.5
Loren Ball,Boston College,16,35.94,,,0,,,,,,,0,0
Maureen Barron,Boston College,16,8.43,,,0,0,3,0,3,0,3,0,0.0
Bailey Brown,Boston College,17,53.94,,,0,,,,,,,0,0
Catherine Cole,Boston College,17,33.95,,,0,,,,,,,0,0
Samantha Couillard,Boston College,16,39.44,,,0,0,3,,,0,3,0,0.0
Kelly DiStefano,Boston College,15,-1,,,0,,,,,,,0,0
Emily Downs,Boston College,17,21.45,0,3,0.0,0,3,,,,,0,0.0
Rachel Emodi,Boston College,17,-1,,,0,,,,,,,0,0
Annie Fothergill,Boston College,15,33.45,,,0,,,0,3,0,3,0,0.0
Megan Fuqua,Boston College,17,41.59,,,0,,,,,,,0,0
Dana Hadra,Boston College,15,100.00,,,0,,,,,0,2,0,0.0
Kelsey Hawthorne,Boston College,17,38.96,,,0,,,,,,,0,0
Hanna Hunstad,Boston College,17,40.39,,,0,,,,,,,0,0
Madeleine Irwin,Boston College,15,69.94,,,0,,,,,,,0,0
Ann Kearns,Boston College,15,42.69,,,0,,,,,,,0,0
Rainey Kelly,Boston College,14,89.95,,,0,,,,,,,0,0
Abigail Kordell,Boston College,17,44.43,0,3,0.0,0,3,0,4,0,3,0,0.0
Gracie Kunkel,Boston College,17,44.94,0,3,0.0,0,3,0,3,0,3,0,0.0
Corinne Larkin,Boston College,17,100.00,,,0,,,0,2,0,2,0,0.0
Allison Lewandowski,Boston College,15,70.44,,,0,,,,,,,0,0
Allison Lloyd,Boston College,17,38.74,,,0,,,,,,,0,0
Lisa Lopez,Boston College,15,73.94,,,0,,,,,,,0,0
Annie MacKay,Boston College,15,100.00,,,0,,,,,,,0,0
Catherine MacKeen,Boston College,14,73.44,,,0,,,,,,,0,0
Madeline Mailliard,Boston College,17,23.43,0,4,0.0,0,3,0,3,0,3,0,0.0
Elizabeth Mangone,Boston College,16,100.00,,,0,,,,,,,0,0
Caroline Maniscalco,Boston College,14,-1,,,0,,,,,,,0,0
Allie Manning,Boston College,15,100.00,,,0,,,0,4,,,0,0.0
Elizabeth Manning,Boston College,16,38.93,,,0,0,4,0,3,0,4,0,0.0
Caitlin Marks,Boston College,16,37.33,,,0,0,3,,,,,0,0.0
Alison McDonough,Boston College,17,38.80,,,0,,,0,3,0,3,0,0.0
Kelly McGrath,Boston College,15,36.43,,,0,,,0,4,0,3,0,0.0
Mackenzie Merriam,Boston College,17,30.98,0,3,0.0,,,,,,,0,0.0
Melissa Merwin,Boston College,15,27.94,,,0,,,0,4,0,4,0,0.0
Stephanie Ng,Boston College,15,-1,,,0,,,,,,,0,0
Ellie O' Brien,Boston College,17,-1,,,0,,,,,,,0,0
Kathryn Oskar,Boston College,15,100.00,,,0,,,0,2,,,0,0.0
Jordan Parry,Boston College,16,36.94,,,0,0,3,0,3,0,4,0,0.0
ASHLEIGH POPERA,Boston College,16,67.94,,,0,,,,,,,0,0
Kimberly Rich,Boston College,15,25.95,,,0,,,0,3,0,3,0,0.0
Allison Ridge,Boston College,16,34.44,,,0,,,,,,,0,0
Nicole Rodriquez,Boston College,14,-1,,,0,,,,,,,0,0
Bella Salvatori,Boston College,14,44.52,,,0,,,,,,,0,0
Allyson Shurmur,Boston College,15,92.94,,,0,,,,,,,0,0
Andrea Smelser,Boston College,15,-1,,,0,,,,,,,0,0
Katherine Vanasse,Boston College,16,33.46,,,0,,,,,,,0,0
Allison Viverette,Boston College,15,31.43,,,0,,,0,4,,,0,0.0
Marina Vranos,Boston College,16,100.00,,,0,0,2,,,0,2,0,0.0
Gillian Walsh,Boston College,15,-1,,,0,,,,,,,0,0
Kelly Ward,Boston College,14,100.00,,,0,,,,,,,0,0
Kristen Webber,Boston College,16,45.74,,,0,,,,,,,0,0
Brittany Williford,Boston College,15,66.44,,,0,,,,,,,0,0
Molly Anderson,Boston College,18,37.92,,,0,,,,,,,0,0
Amanda Bieler,Boston College,18,29.77,2,3,0.6666666666666666,0,3,,,,,2,0.3333333333333333
Grace Gibbons,Boston College,18,26.44,0,3,0.0,,,,,,,0,0.0
Kelsey Golden,Boston College,15,42.36,,,0,,,,,,,0,0
Danielle Homere,Boston College,18,38.05,,,0,0,5,,,,,0,0.0
Emily Mann,Boston College,18,29.76,0,3,0.0,0,4,0,3,0,3,0,0.0
Alexandra Popera,Boston College,18,38.85,,,0,,,,,,,0,0
Caroline Quindlen,Boston College,18,50.94,0,4,0.0,0,4,0,4,0,4,0,0.0
Madeline Simone,Boston College,18,33.63,0,4,0.0,,,,,,,0,0.0
Emily Smith,Boston College,18,26.92,0,3,0.0,0,3,0,3,,,0,0.0
Kelsey Tague,Boston College,15,-1,,,0,,,,,,,0,0
Maria Abrams,Boston College,19,37.02,,,0,,,0,3,,,0,0.0
Abigail Austin,Boston College,19,40.73,,,0,,,,,,,0,0
Elizabeth Canning,Boston College,19,53.63,,,0,,,,,,,0,0
Lindsay Caplan,Boston College,19,58.23,,,0,,,,,,,0,0
Sydney Dacey,Boston College,19,38.83,,,0,,,,,,,0,0
Julie Dobson,Boston College,19,28.15,,,0,0,3,0,3,,,0,0.0
Hope Dragelin,Boston College,19,-1,0,4,0.0,,,,,,,0,0.0
Caroline Even,Boston College,19,37.05,,,0,,,0,3,,,0,0.0
Mary Fitzsimmons,Boston College,19,49.05,0,3,0.0,,,,,,,0,0.0
Margaret Flanagan,Boston College,19,-1,,,0,,,,,,,0,0
Erika Freeman,Boston College,19,24.71,0,4,0.0,0,3,0,5,0,5,0,0.0
Kelsey Holmes,Boston College,19,46.35,,,0,,,,,,,0,0
Katherine Karle,Boston College,19,30.44,0,3,0.0,0,3,0,3,0,4,0,0.0
Cecilia O'Reilly,Boston College,19,-1,,,0,,,0,2,,,0,0.0
Laura Packer,Boston College,19,33.05,,,0,,,,,,,0,0
Maria Russo,Boston College,19,30.51,,,0,,,,,,,0,0
Gabriella Taghian,Boston College,19,-1,,,0,0,2,,,,,0,0.0
Claudia Brady,Boston College,20,36.86,,,0,,,,,,,0,0
Julianna Carbone,Boston College,20,40.99,,,0,,,,,,,0,0
Taylor Covington,Boston College,20,30.04,0,3,0.0,0,3,0,2,0,2,0,0.0
Aileen Coyne,Boston College,20,33.69,,,0,,,0,3,,,0,0.0
Mary Curley,Boston College,19,42.46,,,0,,,,,,,0,0
Jamie Doherty,Boston College,20,100.00,,,0,,,,,,,0,0
Ina Elcott,Boston College,20,23.76,0,3,0.0,0,3,0,3,,,0,0.0
Kristina Fecarotta,Boston College,20,24.39,0,3,0.0,0,5,0,4,0,5,0,0.0
Mariel Green,Boston College,20,45.90,,,0,,,,,,,0,0
Sarah Hanning,Boston College,20,26.84,0,3,0.0,,,,,,,0,0.0
Shae Heitz,Boston College,20,100.00,,,0,,,,,,,0,0
Chloe Kargodorian,Boston College,19,27.43,,,0,0,3,,,,,0,0.0
Victoria Lin,Boston College,20,24.31,0,3,0.0,0,3,0,3,0,3,0,0.0
Dakota Meyer,Boston College,20,31.98,,,0,0,3,,,,,0,0.0
Lauren Quinn,Boston College,20,28.28,0,3,0.0,0,5,0,4,0,5,0,0.0
Natalie Dalla Riva,Boston College,21,21.59,0,3,0.0,0,4,,,,,0,0.0
Dominique Gray,Boston College,21,16.65,0,3,0.0,,,,,,,0,0.0
MAURA GRIMES,Boston College,21,27.76,0,4,0.0,0,4,0,3,,,0,0.0
Alison Kea,Boston College,21,26.68,0,2,0.0,0,3,0,3,,,0,0.0
Michaela McGeary,Boston College,21,26.65,0,4,0.0,0,5,0,3,,,0,0.0
AvRey Rocca,Boston College,21,29.79,,,0,,,,,,,0,0
Elizabeth Uhl,Boston College,21,100.00,0,2,0.0,0,2,0,2,,,0,0.0
Isabel Blaze,Boston College,22,26.77,0,3,0.0,,,,,,,0,0.0
Mackenna Buchanan,Boston College,22,100.00,,,0,,,,,,,0,0
Haley Dolan,Boston College,22,23.74,0,3,0.0,0,3,,,,,0,0.0
Grace Edwards,Boston College,22,27.00,0,3,0.0,0,4,,,,,0,0.0
Alexa Lantin,Boston College,22,23.53,0,3,0.0,0,3,,,,,0,0.0
Anna Milia,Boston College,22,25.98,0,3,0.0,0,3,,,,,0,0.0
Ashleigh Scott,Boston College,22,21.84,0,3,0.0,0,3,,,,,0,0.0
Delaney Thomas,Boston College,22,22.35,,,0,,,,,,,0,0
Nicole Barkemeyer,Boston College,23,23.18,0,3,0.0,,,,,,,0,0.0
Katherine Cilley,Boston College,23,100.00,,,0,,,,,,,0,0
Julia Donahue,Boston College,23,16.27,,,0,,,,,,,0,0
Mary Gannon,Boston College,23,19.24,,,0,,,,,,,0,0
Katherine Hayes,Boston College,23,22.62,,,0,,,,,,,0,0
Madeline King,Boston College,23,18.74,0,4,0.0,,,,,,,0,0.0
Sophia Miller,Boston College,23,22.16,0,4,0.0,,,,,,,0,0.0
Lindsey Ryalls,Boston College,23,19.73,0,5,0.0,,,,,,,0,0.0
Sofia Zinis,Boston College,23,22.71,0,3,0.0,,,,,,,0,0.0
Emily Barber,Duke University,14,-1,,,0,,,,,37,3,37,12.333333333333334
Liza Bragg,Duke University,17,19.97,26,3,8.666666666666666,9,3,3,3,0,3,38,3.1666666666666665
Caroline Conklin,Duke University,15,24.43,,,0,,,,,,,0,0
Linsay Cooper,Duke University,16,8.90,,,0,0,3,0,3,,,0,0.0
Kathryn Eckhart,Duke University,16,-1,,,0,4,3,3,3,,,7,1.1666666666666667
Brittany Friese,Duke University,17,6.84,19,3,6.333333333333333,11,3,8,3,41,3,79,6.583333333333333
Jaimee Gundry,Duke University,16,100.00,,,0,30,3,13,3,,,43,7.166666666666667
Kelly Hagerty,Duke University,15,2.81,,,0,,,,,,,0,0
Alexandria Horn,Duke University,15,-1,,,0,,,,,,,0,0
Eneka Lamb,Duke University,15,100.00,,,0,,,,,,,0,0
Patricia Leeson,Duke University,15,-1,,,0,,,,,,,0,0
Megan McCarroll,Duke University,15,8.86,,,0,,,0,3,,,0,0.0
Kendall McClenney,Duke University,16,100.00,,,0,20,3,16,3,4,2,40,5.0
Alexa Mendes,Duke University,16,61.94,,,0,,,,,,,0,0
Kiera Molloy,Duke University,16,7.34,,,0,5,3,13,3,,,18,3.0
Meghan Price,Duke University,16,39.43,,,0,,,,,,,0,0
Kirby Quinn,Duke University,17,100.00,10,3,3.3333333333333335,3,3,,,41,3,54,6.0
Madeline Rusch,Duke University,17,2.32,40,3,13.333333333333334,18,3,37,3,28,2,123,11.181818181818182
Lindsey Schlichte,Duke University,17,5.34,17,3,5.666666666666667,,,,,14,3,31,5.166666666666667
Ashleigh Shanley,Duke University,17,6.91,,,0,0,3,20,3,13,3,33,3.6666666666666665
Jessica Sutherland,Duke University,17,9.88,2,5,0.4,1,4,1,3,,,4,0.3333333333333333
Francesca Tocci,Duke University,15,-1,,,0,,,0,3,,,0,0.0
Lauren Weaver,Duke University,15,5.41,,,0,,,65,3,,,65,21.666666666666668
Christine Wixted,Duke University,15,11.35,,,0,,,71,7,5,3,76,7.6
